"","curDur","wp","mu_r","sig_r","predY","NSub","exp","model","group","ver"
"47",0.45,0.977964645997206,0.553111321037259,0.072157243744159,0.553126554723407,2,"Exp1","baseline","short","linear"
"48",0.46,0.977964645997206,0.553331674577287,0.0723993091074075,0.552911099285344,2,"Exp1","baseline","short","linear"
"49",0.47,0.977964645997206,0.553552028117315,0.0726339945076408,0.553710281012172,2,"Exp1","baseline","short","linear"
"50",0.48,0.977964645997206,0.553772381657343,0.0728614867042998,0.553949798054329,2,"Exp1","baseline","short","linear"
"51",0.49,0.977964645997206,0.553992735197371,0.0730819759448953,0.554386276085678,2,"Exp1","baseline","short","linear"
"52",0.5,0.977964645997206,0.554213088737399,0.073295654593041,0.554092837760212,2,"Exp1","baseline","short","linear"
"53",0.51,0.977964645997206,0.554433442277427,0.0735027159404947,0.55430768487063,2,"Exp1","baseline","short","linear"
"54",0.52,0.977964645997206,0.554653795817455,0.073703353184114,0.554548233696176,2,"Exp1","baseline","short","linear"
"55",0.53,0.977964645997206,0.554874149357483,0.0738977585501332,0.554757502871769,2,"Exp1","baseline","short","linear"
"56",0.54,0.977964645997206,0.555094502897511,0.0740861225496364,0.555298731799614,2,"Exp1","baseline","short","linear"
"57",0.55,0.977964645997206,0.555314856437539,0.0742686333505102,0.555403564470683,2,"Exp1","baseline","short","linear"
"58",0.56,0.977964645997206,0.555535209977567,0.0744454762525054,0.555475670831706,2,"Exp1","baseline","short","linear"
"59",0.57,0.977964645997206,0.555755563517595,0.0746168332532979,0.555331466011274,2,"Exp1","baseline","short","linear"
"60",0.58,0.977964645997206,0.555975917057623,0.0747828826946251,0.555888923570512,2,"Exp1","baseline","short","linear"
"61",0.59,0.977964645997206,0.55619627059765,0.0749437989786672,0.556500419945739,2,"Exp1","baseline","short","linear"
"62",0.6,0.977964645997206,0.556416624137678,0.0750997523458557,0.555881568635983,2,"Exp1","baseline","short","linear"
"63",0.61,0.977964645997206,0.556636977677706,0.0752509087062202,0.556152055725845,2,"Exp1","baseline","short","linear"
"64",0.62,0.977964645997206,0.556857331217734,0.0753974295172311,0.557577719725958,2,"Exp1","baseline","short","linear"
"65",0.63,0.977964645997206,0.557077684757762,0.0755394717018696,0.556929596743816,2,"Exp1","baseline","short","linear"
"66",0.64,0.977964645997206,0.55729803829779,0.0756771876013542,0.557097488478671,2,"Exp1","baseline","short","linear"
"67",0.65,0.977964645997206,0.557518391837818,0.0758107249575864,0.558434589602899,2,"Exp1","baseline","short","linear"
"68",0.66,0.977964645997206,0.557738745377846,0.0759402269209504,0.557568858961889,2,"Exp1","baseline","short","linear"
"69",0.67,0.977964645997206,0.557959098917874,0.0760658320796097,0.558210756226924,2,"Exp1","baseline","short","linear"
"70",0.68,0.977964645997206,0.558179452457902,0.0761876745069081,0.558267254835524,2,"Exp1","baseline","short","linear"
"71",0.69,0.977964645997206,0.55839980599793,0.0763058838238922,0.558616145574007,2,"Exp1","baseline","short","linear"
"72",0.7,0.977964645997206,0.558620159537958,0.0764205852743379,0.558574294782753,2,"Exp1","baseline","short","linear"
"73",0.71,0.977964645997206,0.558840513077986,0.0765318998099962,0.55871006999146,2,"Exp1","baseline","short","linear"
"74",0.72,0.977964645997206,0.559060866618014,0.0766399441840589,0.558569920510034,2,"Exp1","baseline","short","linear"
"75",0.73,0.977964645997206,0.559281220158042,0.076744831051109,0.559125152930709,2,"Exp1","baseline","short","linear"
"76",0.74,0.977964645997206,0.55950157369807,0.0768466690720475,0.559248937447912,2,"Exp1","baseline","short","linear"
"77",0.75,0.977964645997206,0.559721927238097,0.0769455630226918,0.559997384601152,2,"Exp1","baseline","short","linear"
"78",0.76,0.977964645997206,0.559942280778125,0.0770416139049221,0.560545143764114,2,"Exp1","baseline","short","linear"
"79",0.77,0.977964645997206,0.560162634318153,0.0771349190594081,0.559980052347491,2,"Exp1","baseline","short","linear"
"80",0.78,0.977964645997206,0.560382987858181,0.0772255722790919,0.561017989501393,2,"Exp1","baseline","short","linear"
"81",0.79,0.977964645997206,0.560603341398209,0.0773136639227222,0.560866067482697,2,"Exp1","baseline","short","linear"
"82",0.8,0.977964645997206,0.560823694938237,0.0773992810278447,0.560598865121225,2,"Exp1","baseline","short","linear"
"83",0.4,0.957319189654728,0.595874047477853,0.0915640638784804,0.595546451444738,3,"Exp1","baseline","short","linear"
"84",0.41,0.957319189654728,0.596300855581306,0.0922776167686792,0.595637158632225,3,"Exp1","baseline","short","linear"
"85",0.42,0.957319189654728,0.596727663684758,0.0929702496264848,0.596314322211322,3,"Exp1","baseline","short","linear"
"86",0.43,0.957319189654728,0.597154471788211,0.0936423849095113,0.597431158014365,3,"Exp1","baseline","short","linear"
"87",0.44,0.957319189654728,0.597581279891664,0.0942944692816573,0.597545643000112,3,"Exp1","baseline","short","linear"
"88",0.45,0.957319189654728,0.598008087995116,0.0949269682912357,0.597628205591623,3,"Exp1","baseline","short","linear"
"89",0.46,0.957319189654728,0.598434896098569,0.0955403616883268,0.599387080867409,3,"Exp1","baseline","short","linear"
"90",0.47,0.957319189654728,0.598861704202022,0.096135139320497,0.598793491945669,3,"Exp1","baseline","short","linear"
"91",0.48,0.957319189654728,0.599288512305475,0.096711797550197,0.598907543997748,3,"Exp1","baseline","short","linear"
"92",0.49,0.957319189654728,0.599715320408927,0.0972708361413383,0.599463086907612,3,"Exp1","baseline","short","linear"
"93",0.5,0.957319189654728,0.60014212851238,0.0978127555666484,0.599824379753902,3,"Exp1","baseline","short","linear"
"94",0.51,0.957319189654728,0.600568936615833,0.0983380546913877,0.599939358757349,3,"Exp1","baseline","short","linear"
"95",0.52,0.957319189654728,0.600995744719285,0.0988472287928149,0.600859583280219,3,"Exp1","baseline","short","linear"
"96",0.53,0.957319189654728,0.601422552822738,0.0993407678784034,0.601336823581812,3,"Exp1","baseline","short","linear"
"97",0.54,0.957319189654728,0.601849360926191,0.0998191552692047,0.601876160170782,3,"Exp1","baseline","short","linear"
"98",0.55,0.957319189654728,0.602276169029644,0.100282866417931,0.602202656153497,3,"Exp1","baseline","short","linear"
"99",0.56,0.957319189654728,0.602702977133096,0.100732367934282,0.603040955960267,3,"Exp1","baseline","short","linear"
"100",0.57,0.957319189654728,0.603129785236549,0.101168116792752,0.602892566497281,3,"Exp1","baseline","short","linear"
"101",0.58,0.957319189654728,0.603556593340002,0.101590559700682,0.603824661298594,3,"Exp1","baseline","short","linear"
"102",0.59,0.957319189654728,0.603983401443454,0.102000132606605,0.604436823457651,3,"Exp1","baseline","short","linear"
"103",0.6,0.957319189654728,0.604410209546907,0.102397260331023,0.604753551107953,3,"Exp1","baseline","short","linear"
"104",0.61,0.957319189654728,0.60483701765036,0.102782356303697,0.605237793597774,3,"Exp1","baseline","short","linear"
"105",0.62,0.957319189654728,0.605263825753813,0.103155822393223,0.605175321062823,3,"Exp1","baseline","short","linear"
"106",0.63,0.957319189654728,0.605690633857265,0.103518048816268,0.606648326980794,3,"Exp1","baseline","short","linear"
"107",0.64,0.957319189654728,0.606117441960718,0.10386941411525,0.606491433728441,3,"Exp1","baseline","short","linear"
"108",0.65,0.957319189654728,0.606544250064171,0.104210285194506,0.606543880945225,3,"Exp1","baseline","short","linear"
"109",0.66,0.957319189654728,0.606971058167623,0.104541017406178,0.606684987135375,3,"Exp1","baseline","short","linear"
"110",0.67,0.957319189654728,0.607397866271076,0.10486195467804,0.607505503670199,3,"Exp1","baseline","short","linear"
"111",0.68,0.957319189654728,0.607824674374529,0.105173429676431,0.607607519832944,3,"Exp1","baseline","short","linear"
"112",0.69,0.957319189654728,0.608251482477982,0.105475763998295,0.608274340445048,3,"Exp1","baseline","short","linear"
"113",0.7,0.957319189654728,0.608678290581434,0.105769268387046,0.609022883443781,3,"Exp1","baseline","short","linear"
"114",0.71,0.957319189654728,0.609105098684887,0.10605424296765,0.607820991047384,3,"Exp1","baseline","short","linear"
"115",0.72,0.957319189654728,0.60953190678834,0.106330977496899,0.609215341185898,3,"Exp1","baseline","short","linear"
"116",0.73,0.957319189654728,0.609958714891793,0.106599751625367,0.609547315937005,3,"Exp1","baseline","short","linear"
"117",0.74,0.957319189654728,0.610385522995245,0.10686083516801,0.610979171497106,3,"Exp1","baseline","short","linear"
"118",0.75,0.957319189654728,0.610812331098698,0.107114488380774,0.610284260912127,3,"Exp1","baseline","short","linear"
"119",0.76,0.957319189654728,0.611239139202151,0.107360962240948,0.611204050446208,3,"Exp1","baseline","short","linear"
"120",0.77,0.957319189654728,0.611665947305603,0.107600498729299,0.612167661940004,3,"Exp1","baseline","short","linear"
"121",0.78,0.957319189654728,0.612092755409056,0.107833331112345,0.612452415105664,3,"Exp1","baseline","short","linear"
"122",0.79,0.957319189654728,0.612519563512509,0.108059684223332,0.61179394606897,3,"Exp1","baseline","short","linear"
"123",0.8,0.957319189654728,0.612946371615962,0.108279774740729,0.613414925852531,3,"Exp1","baseline","short","linear"
"124",0.4,0.991404783464539,0.534053706280393,0.083005893430342,0.533943783475215,4,"Exp1","baseline","short","linear"
"125",0.41,0.991404783464539,0.534139658445748,0.0830718890928249,0.534490939304405,4,"Exp1","baseline","short","linear"
"126",0.42,0.991404783464539,0.534225610611103,0.0831351946216921,0.534319023711719,4,"Exp1","baseline","short","linear"
"127",0.43,0.991404783464539,0.534311562776457,0.0831959229195077,0.53371039399997,4,"Exp1","baseline","short","linear"
"128",0.44,0.991404783464539,0.534397514941812,0.0832541839363699,0.534960122798361,4,"Exp1","baseline","short","linear"
"129",0.45,0.991404783464539,0.534483467107166,0.0833100843706743,0.534914787048546,4,"Exp1","baseline","short","linear"
"130",0.46,0.991404783464539,0.534569419272521,0.0833637274541241,0.534430311579851,4,"Exp1","baseline","short","linear"
"131",0.47,0.991404783464539,0.534655371437876,0.083415212806871,0.534083337086026,4,"Exp1","baseline","short","linear"
"132",0.48,0.991404783464539,0.53474132360323,0.0834646363506687,0.534682365492746,4,"Exp1","baseline","short","linear"
"133",0.49,0.991404783464539,0.534827275768585,0.0835120902696715,0.534753403069003,4,"Exp1","baseline","short","linear"
"134",0.5,0.991404783464539,0.534913227933939,0.0835576630100463,0.535105927395201,4,"Exp1","baseline","short","linear"
"135",0.51,0.991404783464539,0.534999180099294,0.0836014393108979,0.53485333417692,4,"Exp1","baseline","short","linear"
"136",0.52,0.991404783464539,0.535085132264649,0.0836435002601633,0.534688454537208,4,"Exp1","baseline","short","linear"
"137",0.53,0.991404783464539,0.535171084430003,0.0836839233701285,0.535022888139592,4,"Exp1","baseline","short","linear"
"138",0.54,0.991404783464539,0.535257036595358,0.0837227826680787,0.534515384245677,4,"Exp1","baseline","short","linear"
"139",0.55,0.991404783464539,0.535342988760713,0.0837601487983296,0.536015324043014,4,"Exp1","baseline","short","linear"
"140",0.56,0.991404783464539,0.535428940926067,0.0837960891325164,0.535316004813448,4,"Exp1","baseline","short","linear"
"141",0.57,0.991404783464539,0.535514893091422,0.0838306678855536,0.536075656408721,4,"Exp1","baseline","short","linear"
"142",0.58,0.991404783464539,0.535600845256776,0.083863946235135,0.535505731705662,4,"Exp1","baseline","short","linear"
"143",0.59,0.991404783464539,0.535686797422131,0.0838959824430325,0.536234695822846,4,"Exp1","baseline","short","linear"
"144",0.6,0.991404783464539,0.535772749587486,0.0839268319767759,0.536088500765137,4,"Exp1","baseline","short","linear"
"145",0.61,0.991404783464539,0.53585870175284,0.0839565476305761,0.535680178780367,4,"Exp1","baseline","short","linear"
"146",0.62,0.991404783464539,0.535944653918195,0.0839851796445843,0.535807570525113,4,"Exp1","baseline","short","linear"
"147",0.63,0.991404783464539,0.536030606083549,0.084012775821775,0.535747816725166,4,"Exp1","baseline","short","linear"
"148",0.64,0.991404783464539,0.536116558248904,0.0840393816419037,0.536386424209662,4,"Exp1","baseline","short","linear"
"149",0.65,0.991404783464539,0.536202510414259,0.0840650403721263,0.536951068860762,4,"Exp1","baseline","short","linear"
"150",0.66,0.991404783464539,0.536288462579613,0.0840897931739783,0.53628246968921,4,"Exp1","baseline","short","linear"
"151",0.67,0.991404783464539,0.536374414744968,0.0841136792065063,0.536312232299272,4,"Exp1","baseline","short","linear"
"152",0.68,0.991404783464539,0.536460366910323,0.0841367357254202,0.536797392082279,4,"Exp1","baseline","short","linear"
"153",0.69,0.991404783464539,0.536546319075677,0.0841589981781956,0.536928555959951,4,"Exp1","baseline","short","linear"
"154",0.7,0.991404783464539,0.536632271241032,0.084180500295108,0.536324496861055,4,"Exp1","baseline","short","linear"
"155",0.71,0.991404783464539,0.536718223406386,0.0842012741762204,0.536600640965691,4,"Exp1","baseline","short","linear"
"156",0.72,0.991404783464539,0.536804175571741,0.0842213503743777,0.536560422390723,4,"Exp1","baseline","short","linear"
"157",0.73,0.991404783464539,0.536890127737096,0.084240757974286,0.536721782793887,4,"Exp1","baseline","short","linear"
"158",0.74,0.991404783464539,0.53697607990245,0.0842595246677774,0.537722271520601,4,"Exp1","baseline","short","linear"
"159",0.75,0.991404783464539,0.537062032067805,0.0842776768253708,0.5370795044769,4,"Exp1","baseline","short","linear"
"160",0.76,0.991404783464539,0.537147984233159,0.0842952395642542,0.537687264764704,4,"Exp1","baseline","short","linear"
"161",0.77,0.991404783464539,0.537233936398514,0.0843122368128187,0.53823507943308,4,"Exp1","baseline","short","linear"
"162",0.78,0.991404783464539,0.537319888563869,0.0843286913718807,0.53744564114796,4,"Exp1","baseline","short","linear"
"163",0.79,0.991404783464539,0.537405840729223,0.0843446249727293,0.536856683599437,4,"Exp1","baseline","short","linear"
"164",0.8,0.991404783464539,0.537491792894578,0.0843600583321388,0.537820077384394,4,"Exp1","baseline","short","linear"
"165",0.4,0.962820535216095,0.617832217056371,0.0946724193342389,0.617938238327401,5,"Exp1","baseline","short","linear"
"166",0.41,0.962820535216095,0.61820401170421,0.0951289368303276,0.61827785933423,5,"Exp1","baseline","short","linear"
"167",0.42,0.962820535216095,0.618575806352049,0.0955747680809244,0.618954535307995,5,"Exp1","baseline","short","linear"
"168",0.43,0.962820535216095,0.618947600999888,0.0960099430786009,0.619104318125197,5,"Exp1","baseline","short","linear"
"169",0.44,0.962820535216095,0.619319395647727,0.0964345222023222,0.618882199490645,5,"Exp1","baseline","short","linear"
"170",0.45,0.962820535216095,0.619691190295566,0.0968485924281014,0.619989559483173,5,"Exp1","baseline","short","linear"
"171",0.46,0.962820535216095,0.620062984943405,0.0972522638619011,0.620796137011946,5,"Exp1","baseline","short","linear"
"172",0.47,0.962820535216095,0.620434779591244,0.0976456665785196,0.620341363907278,5,"Exp1","baseline","short","linear"
"173",0.48,0.962820535216095,0.620806574239083,0.0980289477491413,0.621689661192359,5,"Exp1","baseline","short","linear"
"174",0.49,0.962820535216095,0.621178368886922,0.0984022690396656,0.6210593769994,5,"Exp1","baseline","short","linear"
"175",0.5,0.962820535216095,0.621550163534761,0.0987658042617594,0.621717375479356,5,"Exp1","baseline","short","linear"
"176",0.51,0.962820535216095,0.6219219581826,0.0991197372587205,0.621270621936858,5,"Exp1","baseline","short","linear"
"177",0.52,0.962820535216095,0.622293752830439,0.0994642600086253,0.622349120054985,5,"Exp1","baseline","short","linear"
"178",0.53,0.962820535216095,0.622665547478278,0.0997995709277992,0.622543943963992,5,"Exp1","baseline","short","linear"
"179",0.54,0.962820535216095,0.623037342126117,0.100125873358349,0.623467365774755,5,"Exp1","baseline","short","linear"
"180",0.55,0.962820535216095,0.623409136773956,0.100443374224287,0.623482126157052,5,"Exp1","baseline","short","linear"
"181",0.56,0.962820535216095,0.623780931421795,0.100752282841638,0.62375253691808,5,"Exp1","baseline","short","linear"
"182",0.57,0.962820535216095,0.624152726069634,0.101052809868781,0.623854837077427,5,"Exp1","baseline","short","linear"
"183",0.58,0.962820535216095,0.624524520717473,0.101345166384212,0.624491869985285,5,"Exp1","baseline","short","linear"
"184",0.59,0.962820535216095,0.624896315365313,0.101629563079761,0.62402898755944,5,"Exp1","baseline","short","linear"
"185",0.6,0.962820535216095,0.625268110013152,0.101906209558204,0.624665899795745,5,"Exp1","baseline","short","linear"
"186",0.61,0.962820535216095,0.625639904660991,0.102175313725048,0.625070507861403,5,"Exp1","baseline","short","linear"
"187",0.62,0.962820535216095,0.62601169930883,0.102437081265057,0.625175872254102,5,"Exp1","baseline","short","linear"
"188",0.63,0.962820535216095,0.626383493956669,0.102691715194892,0.627104800791953,5,"Exp1","baseline","short","linear"
"189",0.64,0.962820535216095,0.626755288604508,0.102939415483956,0.626941559283343,5,"Exp1","baseline","short","linear"
"190",0.65,0.962820535216095,0.627127083252347,0.103180378736195,0.627098059021245,5,"Exp1","baseline","short","linear"
"191",0.66,0.962820535216095,0.627498877900186,0.103414797926297,0.626393684852503,5,"Exp1","baseline","short","linear"
"192",0.67,0.962820535216095,0.627870672548025,0.103642862184288,0.627666432325082,5,"Exp1","baseline","short","linear"
"193",0.68,0.962820535216095,0.628242467195864,0.103864756623095,0.6280919164938,5,"Exp1","baseline","short","linear"
"194",0.69,0.962820535216095,0.628614261843703,0.104080662204149,0.62924849272092,5,"Exp1","baseline","short","linear"
"195",0.7,0.962820535216095,0.628986056491542,0.104290755636596,0.629761958692184,5,"Exp1","baseline","short","linear"
"196",0.71,0.962820535216095,0.629357851139381,0.104495209306081,0.630333973422549,5,"Exp1","baseline","short","linear"
"197",0.72,0.962820535216095,0.62972964578722,0.104694191229497,0.63057985654096,5,"Exp1","baseline","short","linear"
"198",0.73,0.962820535216095,0.630101440435059,0.104887865032444,0.630018691971835,5,"Exp1","baseline","short","linear"
"199",0.74,0.962820535216095,0.630473235082898,0.105076389946475,0.631196580811765,5,"Exp1","baseline","short","linear"
"200",0.75,0.962820535216095,0.630845029730737,0.105259920823506,0.63097131045059,5,"Exp1","baseline","short","linear"
"201",0.76,0.962820535216095,0.631216824378576,0.105438608165038,0.631505312085888,5,"Exp1","baseline","short","linear"
"202",0.77,0.962820535216095,0.631588619026415,0.105612598164111,0.631659713607349,5,"Exp1","baseline","short","linear"
"203",0.78,0.962820535216095,0.631960413674254,0.105782032758101,0.632471371148688,5,"Exp1","baseline","short","linear"
"204",0.79,0.962820535216095,0.632332208322093,0.105947049690699,0.631935434168229,5,"Exp1","baseline","short","linear"
"205",0.8,0.962820535216095,0.632704002969932,0.10610778258159,0.633251381385945,5,"Exp1","baseline","short","linear"
"206",0.4,0.992595062277756,0.584569434667486,0.0639183262841504,0.584573329913494,6,"Exp1","baseline","short","linear"
"207",0.41,0.992595062277756,0.584643484044709,0.0640087510832549,0.584104251795981,6,"Exp1","baseline","short","linear"
"208",0.42,0.992595062277756,0.584717533421931,0.0640944041493222,0.584843043405737,6,"Exp1","baseline","short","linear"
"209",0.43,0.992595062277756,0.584791582799153,0.0641755868016215,0.584581695868162,6,"Exp1","baseline","short","linear"
"210",0.44,0.992595062277756,0.584865632176376,0.0642525796939501,0.584576712605016,6,"Exp1","baseline","short","linear"
"211",0.45,0.992595062277756,0.584939681553598,0.0643256441638121,0.5848981413921,6,"Exp1","baseline","short","linear"
"212",0.46,0.992595062277756,0.585013730930821,0.0643950235295557,0.585121270828764,6,"Exp1","baseline","short","linear"
"213",0.47,0.992595062277756,0.585087780308043,0.0644609443274552,0.584780738794869,6,"Exp1","baseline","short","linear"
"214",0.48,0.992595062277756,0.585161829685266,0.064523617483969,0.585122826814623,6,"Exp1","baseline","short","linear"
"215",0.49,0.992595062277756,0.585235879062488,0.0645832394208597,0.585307229872332,6,"Exp1","baseline","short","linear"
"216",0.5,0.992595062277756,0.585309928439711,0.0646399930926785,0.585014858578787,6,"Exp1","baseline","short","linear"
"217",0.51,0.992595062277756,0.585383977816933,0.0646940489574513,0.585391637820728,6,"Exp1","baseline","short","linear"
"218",0.52,0.992595062277756,0.585458027194156,0.0647455658823533,0.585561741098169,6,"Exp1","baseline","short","linear"
"219",0.53,0.992595062277756,0.585532076571378,0.064794691986817,0.585579771364125,6,"Exp1","baseline","short","linear"
"220",0.54,0.992595062277756,0.5856061259486,0.0648415654259517,0.585112415773033,6,"Exp1","baseline","short","linear"
"221",0.55,0.992595062277756,0.585680175325823,0.0648863151174143,0.585815523444222,6,"Exp1","baseline","short","linear"
"222",0.56,0.992595062277756,0.585754224703045,0.0649290614150029,0.585595661744474,6,"Exp1","baseline","short","linear"
"223",0.57,0.992595062277756,0.585828274080268,0.0649699167322814,0.585674576413346,6,"Exp1","baseline","short","linear"
"224",0.58,0.992595062277756,0.58590232345749,0.0650089861195127,0.586238041536157,6,"Exp1","baseline","short","linear"
"225",0.59,0.992595062277756,0.585976372834713,0.0650463677970908,0.586183054345616,6,"Exp1","baseline","short","linear"
"226",0.6,0.992595062277756,0.586050422211935,0.0650821536485468,0.58604199566194,6,"Exp1","baseline","short","linear"
"227",0.61,0.992595062277756,0.586124471589157,0.0651164296760631,0.586289213395239,6,"Exp1","baseline","short","linear"
"228",0.62,0.992595062277756,0.58619852096638,0.0651492764212715,0.585861872566434,6,"Exp1","baseline","short","linear"
"229",0.63,0.992595062277756,0.586272570343602,0.0651807693539537,0.586124729881024,6,"Exp1","baseline","short","linear"
"230",0.64,0.992595062277756,0.586346619720825,0.0652109792310937,0.586327799415913,6,"Exp1","baseline","short","linear"
"231",0.65,0.992595062277756,0.586420669098047,0.0652399724285708,0.586861407336371,6,"Exp1","baseline","short","linear"
"232",0.66,0.992595062277756,0.58649471847527,0.065267811247622,0.585960741740609,6,"Exp1","baseline","short","linear"
"233",0.67,0.992595062277756,0.586568767852492,0.0652945541980499,0.586964672199657,6,"Exp1","baseline","short","linear"
"234",0.68,0.992595062277756,0.586642817229715,0.065320256260004,0.586703146893246,6,"Exp1","baseline","short","linear"
"235",0.69,0.992595062277756,0.586716866606937,0.0653449691260277,0.586818798791423,6,"Exp1","baseline","short","linear"
"236",0.7,0.992595062277756,0.586790915984159,0.0653687414249305,0.587320733273553,6,"Exp1","baseline","short","linear"
"237",0.71,0.992595062277756,0.586864965361382,0.0653916189289238,0.586899210000665,6,"Exp1","baseline","short","linear"
"238",0.72,0.992595062277756,0.586939014738604,0.0654136447453457,0.587108540805073,6,"Exp1","baseline","short","linear"
"239",0.73,0.992595062277756,0.587013064115827,0.0654348594941922,0.587388352851285,6,"Exp1","baseline","short","linear"
"240",0.74,0.992595062277756,0.587087113493049,0.065455301472577,0.587989107752405,6,"Exp1","baseline","short","linear"
"241",0.75,0.992595062277756,0.587161162870272,0.0654750068071489,0.58728054220362,6,"Exp1","baseline","short","linear"
"242",0.76,0.992595062277756,0.587235212247494,0.0654940095954141,0.586925960423773,6,"Exp1","baseline","short","linear"
"243",0.77,0.992595062277756,0.587309261624717,0.065512342036833,0.587658940579556,6,"Exp1","baseline","short","linear"
"244",0.78,0.992595062277756,0.587383311001939,0.0655300345544884,0.587427814825293,6,"Exp1","baseline","short","linear"
"245",0.79,0.992595062277756,0.587457360379161,0.0655471159080607,0.587244456409283,6,"Exp1","baseline","short","linear"
"246",0.8,0.992595062277756,0.587531409756384,0.065563613298782,0.586901454213613,6,"Exp1","baseline","short","linear"
"247",0.4,0.930734685491534,0.584430487401805,0.0664129593881183,0.584408305193752,7,"Exp1","baseline","short","linear"
"248",0.41,0.930734685491534,0.58512314054689,0.0669244679187172,0.585233417315475,7,"Exp1","baseline","short","linear"
"249",0.42,0.930734685491534,0.585815793691974,0.0674338387939786,0.585625697904346,7,"Exp1","baseline","short","linear"
"250",0.43,0.930734685491534,0.586508446837059,0.0679407095868016,0.586490843693376,7,"Exp1","baseline","short","linear"
"251",0.44,0.930734685491534,0.587201099982144,0.068444743610854,0.58731563342784,7,"Exp1","baseline","short","linear"
"252",0.45,0.930734685491534,0.587893753127228,0.0689456289293461,0.587716113923889,7,"Exp1","baseline","short","linear"
"253",0.46,0.930734685491534,0.588586406272313,0.0694430773526755,0.588258651434129,7,"Exp1","baseline","short","linear"
"254",0.47,0.930734685491534,0.589279059417398,0.0699368234319537,0.58958186502669,7,"Exp1","baseline","short","linear"
"255",0.48,0.930734685491534,0.589971712562482,0.0704266234545332,0.589886361861514,7,"Exp1","baseline","short","linear"
"256",0.49,0.930734685491534,0.590664365707567,0.0709122544468439,0.590126340644796,7,"Exp1","baseline","short","linear"
"257",0.5,0.930734685491534,0.591357018852652,0.0713935131891024,0.591618868399635,7,"Exp1","baseline","short","linear"
"258",0.51,0.930734685491534,0.592049671997736,0.0718702152457927,0.592293065647484,7,"Exp1","baseline","short","linear"
"259",0.52,0.930734685491534,0.592742325142821,0.0723421940152067,0.593512565225686,7,"Exp1","baseline","short","linear"
"260",0.53,0.930734685491534,0.593434978287906,0.0728092998007897,0.59322791263953,7,"Exp1","baseline","short","linear"
"261",0.54,0.930734685491534,0.59412763143299,0.0732713989065476,0.594740348405802,7,"Exp1","baseline","short","linear"
"262",0.55,0.930734685491534,0.594820284578075,0.0737283727583323,0.595081020146496,7,"Exp1","baseline","short","linear"
"263",0.56,0.930734685491534,0.595512937723159,0.0741801170524371,0.595273278902999,7,"Exp1","baseline","short","linear"
"264",0.57,0.930734685491534,0.596205590868244,0.0746265409325833,0.596696062435878,7,"Exp1","baseline","short","linear"
"265",0.58,0.930734685491534,0.596898244013329,0.0750675661960798,0.597060692102451,7,"Exp1","baseline","short","linear"
"266",0.59,0.930734685491534,0.597590897158414,0.0755031265296631,0.597499456276183,7,"Exp1","baseline","short","linear"
"267",0.6,0.930734685491534,0.598283550303498,0.075933166775295,0.598430053869081,7,"Exp1","baseline","short","linear"
"268",0.61,0.930734685491534,0.598976203448583,0.0763576422259877,0.599268339196059,7,"Exp1","baseline","short","linear"
"269",0.62,0.930734685491534,0.599668856593667,0.0767765179515496,0.599236550173625,7,"Exp1","baseline","short","linear"
"270",0.63,0.930734685491534,0.600361509738752,0.0771897681539924,0.600682884296925,7,"Exp1","baseline","short","linear"
"271",0.64,0.930734685491534,0.601054162883837,0.0775973755522106,0.60118921656423,7,"Exp1","baseline","short","linear"
"272",0.65,0.930734685491534,0.601746816028921,0.0779993307954328,0.602017355784916,7,"Exp1","baseline","short","linear"
"273",0.66,0.930734685491534,0.602439469174006,0.0783956319048527,0.602410253393113,7,"Exp1","baseline","short","linear"
"274",0.67,0.930734685491534,0.603132122319091,0.0787862837427728,0.603771875528198,7,"Exp1","baseline","short","linear"
"275",0.68,0.930734685491534,0.603824775464175,0.0791712975085289,0.603545650562677,7,"Exp1","baseline","short","linear"
"276",0.69,0.930734685491534,0.60451742860926,0.0795506902604172,0.604641419877549,7,"Exp1","baseline","short","linear"
"277",0.7,0.930734685491534,0.605210081754345,0.0799244844628052,0.605085157470687,7,"Exp1","baseline","short","linear"
"278",0.71,0.930734685491534,0.605902734899429,0.0802927075575815,0.605358543962431,7,"Exp1","baseline","short","linear"
"279",0.72,0.930734685491534,0.606595388044514,0.0806553915590786,0.606181628772568,7,"Exp1","baseline","short","linear"
"280",0.73,0.930734685491534,0.607288041189599,0.0810125726715913,0.607793666425152,7,"Exp1","baseline","short","linear"
"281",0.74,0.930734685491534,0.607980694334683,0.081364290928608,0.608009870863912,7,"Exp1","baseline","short","linear"
"282",0.75,0.930734685491534,0.608673347479768,0.0817105898528732,0.608202452396878,7,"Exp1","baseline","short","linear"
"283",0.76,0.930734685491534,0.609366000624853,0.0820515161364025,0.608379952108347,7,"Exp1","baseline","short","linear"
"284",0.77,0.930734685491534,0.610058653769937,0.0823871193395852,0.609255987955868,7,"Exp1","baseline","short","linear"
"285",0.78,0.930734685491534,0.610751306915022,0.082717451608517,0.611124621918896,7,"Exp1","baseline","short","linear"
"286",0.79,0.930734685491534,0.611443960060107,0.0830425674097271,0.610946567551949,7,"Exp1","baseline","short","linear"
"287",0.8,0.930734685491534,0.612136613205191,0.0833625232814775,0.612602092085673,7,"Exp1","baseline","short","linear"
"288",0.4,0.976516703835289,0.633445540232983,0.0697556763706735,0.633571467134632,8,"Exp1","baseline","short","linear"
