"","Nsub","Exp","model","ver","part","m_mu_p_g","m_sig2_p_g","m_mu_p_s_IR","m_mu_p_l_IR","m_sig_pr2_l_IR"
"342",8,"Exp1","DIM","log","part2",1.16492345414687,0,0,0,0
"343",8,"Exp1","IP","linear","all",0,0.0201483804323184,0.991520407744317,1.11560099605906,0.138147421915774
"344",8,"Exp1","IP","linear","part1",0,0.0130865517377655,0.989969078544337,1.14694930077675,0.221010919628707
"345",8,"Exp1","IP","linear","part2",0,0.0317725234890981,0.974690622027039,1.13572078972616,0.0845885215259251
"346",8,"Exp1","IP","log","all",0,0.0508349322785042,0.988464450971515,1.07577785827747,0.0653768938283315
"347",8,"Exp1","IP","log","part1",0,0.0318377763393494,0.986747538029148,1.10926858138809,0.0979450141529817
"348",8,"Exp1","IP","log","part2",0,0.0895408539903729,0.966791568786534,1.09668779103339,0.0435626485398824
"349",8,"Exp1","LGM","linear","all",1.36375233477975,0,0,0,0
"350",8,"Exp1","LGM","linear","part1",1.46116228462256,0,0,0,0
"351",8,"Exp1","LGM","linear","part2",1.2573189411228,0,0,0,0
"352",8,"Exp1","LGM","log","all",1.32018687785639,0,0,0,0
"353",8,"Exp1","LGM","log","part1",1.4573629036941,0,0,0,0
"354",8,"Exp1","LGM","log","part2",1.1743728264088,0,0,0,0
"355",8,"Exp1","PIM","linear","all",1.36373741260676,0,0,0,0
"356",8,"Exp1","PIM","linear","part1",1.46150784759014,0,0,0,0
"357",8,"Exp1","PIM","linear","part2",1.25724974093764,0,0,0,0
"358",8,"Exp1","PIM","log","all",1.32015105961907,0,0,0,0
"359",8,"Exp1","PIM","log","part1",1.45387742254351,0,0,0,0
"360",8,"Exp1","PIM","log","part2",1.17452487086001,0,0,0,0
"361",8,"Exp2","DIM","linear","all",0.570591813774532,0,0,0,0
"362",8,"Exp2","DIM","linear","part1",0.635151309199357,0,0,0,0
"363",8,"Exp2","DIM","linear","part2",0.611361498322784,0,0,0,0
"364",8,"Exp2","DIM","log","all",1.14457532752111,0,0,0,0
"365",8,"Exp2","DIM","log","part1",0.802020590799468,0,0,0,0
"366",8,"Exp2","DIM","log","part2",1.19071476788688,0,0,0,0
"367",8,"Exp2","IP","linear","all",0,0.0401064455568927,0.906255179277332,1.13599455671966,0.172268519287671
"368",8,"Exp2","IP","linear","part1",0,0.0459911434826122,0.833851744472032,1.161533341444,0.196821211326073
"369",8,"Exp2","IP","linear","part2",0,0.0371432701785077,0.941549905709373,1.12323953085006,0.198310300452145
"370",8,"Exp2","IP","log","all",0,0.0377202196639371,0.819183972154116,1.1479639358148,0.13617783459996
"371",8,"Exp2","IP","log","part1",0,0.0413205271922328,0.770546405426365,1.18620803816884,0.156432158752228
"372",8,"Exp2","IP","log","part2",0,0.0504403330573767,0.875243362244648,1.12895602651433,0.147170705192412
"373",8,"Exp2","LGM","linear","all",0.91490613930997,0,0,0,0
"374",8,"Exp2","LGM","linear","part1",0.699071441365338,0,0,0,0
"375",8,"Exp2","LGM","linear","part2",1.09133352344817,0,0,0,0
"376",8,"Exp2","LGM","log","all",1.10362638244171,0,0,0,0
"377",8,"Exp2","LGM","log","part1",0.932066732076287,0,0,0,0
"378",8,"Exp2","LGM","log","part2",1.1883121791494,0,0,0,0
"379",8,"Exp2","PIM","linear","all",0.918885066286793,0,0,0,0
"380",8,"Exp2","PIM","linear","part1",0.699123921424178,0,0,0,0
"381",8,"Exp2","PIM","linear","part2",1.08996574684375,0,0,0,0
"382",8,"Exp2","PIM","log","all",1.10334018836725,0,0,0,0
"383",8,"Exp2","PIM","log","part1",0.926070969159582,0,0,0,0
"384",8,"Exp2","PIM","log","part2",1.18630235585922,0,0,0,0
"385",9,"Exp1","DIM","linear","all",1.84029688250721,0,0,0,0
"386",9,"Exp1","DIM","linear","part1",1.82083762528107,0,0,0,0
"387",9,"Exp1","DIM","linear","part2",1.56479181122707,0,0,0,0
"388",9,"Exp1","DIM","log","all",2.24229712276899,0,0,0,0
"389",9,"Exp1","DIM","log","part1",2.2284807063479,0,0,0,0
"390",9,"Exp1","DIM","log","part2",2.07097588046572,0,0,0,0
"391",9,"Exp1","IP","linear","all",0,0.00654906617546229,0.767670636107573,1.78697132200111,0.126813866827405
"392",9,"Exp1","IP","linear","part1",0,0.0129034836978989,0.812760482098668,1.81150983740395,0.225106166255122
"393",9,"Exp1","IP","linear","part2",0,0.00526529904837711,0.759545761753082,1.65951674078635,0.228648413266227
"394",9,"Exp1","IP","log","all",0,0.0193720402371947,0.792517130251384,1.70412178624615,0.116703798234486
"395",9,"Exp1","IP","log","part1",0,0.0478318135541688,0.866319600988491,1.78871576087825,0.214068085949844
"396",9,"Exp1","IP","log","part2",0,0.0163782469671916,0.785539590699915,1.66674951818781,0.191111418251442
"397",9,"Exp1","LGM","linear","all",2.22304928407033,0,0,0,0
"398",9,"Exp1","LGM","linear","part1",2.15310116004461,0,0,0,0
"399",9,"Exp1","LGM","linear","part2",1.87978771777225,0,0,0,0
"400",9,"Exp1","LGM","log","all",2.29642124356485,0,0,0,0
"401",9,"Exp1","LGM","log","part1",2.21876767682642,0,0,0,0
"402",9,"Exp1","LGM","log","part2",2.11385762933379,0,0,0,0
"403",9,"Exp1","PIM","linear","all",2.22111665906712,0,0,0,0
"404",9,"Exp1","PIM","linear","part1",2.16016736754304,0,0,0,0
"405",9,"Exp1","PIM","linear","part2",1.87159403055033,0,0,0,0
"406",9,"Exp1","PIM","log","all",2.29946071030983,0,0,0,0
"407",9,"Exp1","PIM","log","part1",2.21770464289237,0,0,0,0
"408",9,"Exp1","PIM","log","part2",2.12020868872718,0,0,0,0
"409",9,"Exp2","DIM","linear","all",1.16618512564509,0,0,0,0
"410",9,"Exp2","DIM","linear","part1",1.36789257389966,0,0,0,0
"411",9,"Exp2","DIM","linear","part2",1.1563011106454,0,0,0,0
"412",9,"Exp2","DIM","log","all",0.820757005544197,0,0,0,0
"413",9,"Exp2","DIM","log","part1",0.986073936415442,0,0,0,0
"414",9,"Exp2","DIM","log","part2",0.886586737978719,0,0,0,0
"415",9,"Exp2","IP","linear","all",0,0.44273835135294,0.679878587504568,1.19338044732846,0.197798288701944
"416",9,"Exp2","IP","linear","part1",0,0.65674579052791,0.647142644218757,1.30150120928518,0.54212004639306
"417",9,"Exp2","IP","linear","part2",0,0.673615296661798,0.648218402187885,1.23659180754854,0.225741873142752
"418",9,"Exp2","IP","log","all",0,0.626285937875758,0.636768241849992,1.22006402016495,0.167847432600179
"419",9,"Exp2","IP","log","part1",0,0.923826221675191,0.558548248906227,1.35731430439742,0.806177832986585
"420",9,"Exp2","IP","log","part2",0,0.934953994552667,0.559282017676804,1.27033743191749,0.311275245952864
"421",9,"Exp2","LGM","linear","all",1.00926119748843,0,0,0,0
"422",9,"Exp2","LGM","linear","part1",1.25262260572186,0,0,0,0
"423",9,"Exp2","LGM","linear","part2",1.08325545207339,0,0,0,0
"424",9,"Exp2","LGM","log","all",0.707918556905866,0,0,0,0
"425",9,"Exp2","LGM","log","part1",0.88757314269268,0,0,0,0
"426",9,"Exp2","LGM","log","part2",0.792140780575933,0,0,0,0
"427",9,"Exp2","PIM","linear","all",1.00720663308669,0,0,0,0
"428",9,"Exp2","PIM","linear","part1",1.26079384478756,0,0,0,0
"429",9,"Exp2","PIM","linear","part2",1.08677795300892,0,0,0,0
"430",9,"Exp2","PIM","log","all",0.701368300303902,0,0,0,0
"431",9,"Exp2","PIM","log","part1",0.89598736261655,0,0,0,0
"432",9,"Exp2","PIM","log","part2",0.804373965126809,0,0,0,0
"433",10,"Exp1","DIM","linear","all",1.07257486227785,0,0,0,0
"434",10,"Exp1","DIM","linear","part1",1.37695268237386,0,0,0,0
"435",10,"Exp1","DIM","linear","part2",1.03134906894902,0,0,0,0
"436",10,"Exp1","DIM","log","all",1.69456433864675,0,0,0,0
"437",10,"Exp1","DIM","log","part1",2.07173311674264,0,0,0,0
"438",10,"Exp1","DIM","log","part2",1.4124486645633,0,0,0,0
"439",10,"Exp1","IP","linear","all",0,0.0024724057622904,0.727241125252462,2.05090578818137,0.0545604445684259
"440",10,"Exp1","IP","linear","part1",0,0.00503508370643708,0.778631044305141,2.18468198923796,0.0694064139550293
"441",10,"Exp1","IP","linear","part2",0,0.0109929108862515,0.700447176723112,1.94161355271284,0.054416236675935
"442",10,"Exp1","IP","log","all",0,0.00553256039304008,0.729897397370167,2.00077542474533,0.087123449089286
"443",10,"Exp1","IP","log","part1",0,0.0212319429475084,0.824400043812883,2.19223373080045,0.133814159970094
"444",10,"Exp1","IP","log","part2",0,0.0951955399101164,0.689096646471862,1.87490131572856,0.0709618202949221
"445",10,"Exp1","LGM","linear","all",1.1294091219313,0,0,0,0
"446",10,"Exp1","LGM","linear","part1",1.35596008796216,0,0,0,0
"447",10,"Exp1","LGM","linear","part2",0.986468723857543,0,0,0,0
"448",10,"Exp1","LGM","log","all",1.28702670643973,0,0,0,0
"449",10,"Exp1","LGM","log","part1",1.60111766040737,0,0,0,0
"450",10,"Exp1","LGM","log","part2",1.06653721498264,0,0,0,0
"451",10,"Exp1","PIM","linear","all",1.1266139433038,0,0,0,0
"452",10,"Exp1","PIM","linear","part1",1.36275466375437,0,0,0,0
"453",10,"Exp1","PIM","linear","part2",0.975184886516893,0,0,0,0
"454",10,"Exp1","PIM","log","all",1.28911068420658,0,0,0,0
"455",10,"Exp1","PIM","log","part1",1.59417976715675,0,0,0,0
"456",10,"Exp1","PIM","log","part2",1.06146036674488,0,0,0,0
"457",10,"Exp2","DIM","linear","all",0.658211754123888,0,0,0,0
"458",10,"Exp2","DIM","linear","part1",0.9700624514957,0,0,0,0
"459",10,"Exp2","DIM","linear","part2",0.702769899864825,0,0,0,0
"460",10,"Exp2","DIM","log","all",1.13927749635964,0,0,0,0
"461",10,"Exp2","DIM","log","part1",1.16448926206573,0,0,0,0
"462",10,"Exp2","DIM","log","part2",1.02426085048257,0,0,0,0
"463",10,"Exp2","IP","linear","all",0,0.00181250653755774,0.730967662435611,1.10627926079034,0.0806041312666279
"464",10,"Exp2","IP","linear","part1",0,0.00353540980408711,0.778162617138664,1.18220306940949,0.0514960894463349
"465",10,"Exp2","IP","linear","part2",0,0.00268100883602735,0.718830756669205,1.10317581706211,0.115573121186934
"466",10,"Exp2","IP","log","all",0,0.00551338818387044,0.748186824513904,1.10510792344855,0.0622975809796293
"467",10,"Exp2","IP","log","part1",0,0.0114720266698761,0.809298242877713,1.18082860032668,0.04528403619676
"468",10,"Exp2","IP","log","part2",0,0.0136104353550785,0.76109530207976,1.10614808570394,0.121133144482603
"469",10,"Exp2","LGM","linear","all",1.22443980114156,0,0,0,0
"470",10,"Exp2","LGM","linear","part1",1.27948850738063,0,0,0,0
"471",10,"Exp2","LGM","linear","part2",0.890232903039727,0,0,0,0
"472",10,"Exp2","LGM","log","all",1.12829331172445,0,0,0,0
"473",10,"Exp2","LGM","log","part1",1.16085319121055,0,0,0,0
"474",10,"Exp2","LGM","log","part2",1.04182280547482,0,0,0,0
"475",10,"Exp2","PIM","linear","all",1.22394170988915,0,0,0,0
"476",10,"Exp2","PIM","linear","part1",1.27800736677484,0,0,0,0
"477",10,"Exp2","PIM","linear","part2",0.89327188669247,0,0,0,0
"478",10,"Exp2","PIM","log","all",1.12779270119705,0,0,0,0
"479",10,"Exp2","PIM","log","part1",1.16050721379326,0,0,0,0
"480",10,"Exp2","PIM","log","part2",1.0426379252665,0,0,0,0
"481",11,"Exp1","DIM","linear","all",1.60080245869161,0,0,0,0
"482",11,"Exp1","DIM","linear","part1",1.40721978414168,0,0,0,0
"483",11,"Exp1","DIM","linear","part2",1.84799544198634,0,0,0,0
"484",11,"Exp1","DIM","log","all",2.08072434945919,0,0,0,0
"485",11,"Exp1","DIM","log","part1",2.05952965564779,0,0,0,0
"486",11,"Exp1","DIM","log","part2",2.17112196413101,0,0,0,0
"487",11,"Exp1","IP","linear","all",0,0.330426039358343,0.880324604225467,1.86243235476194,0.40285243081852
"488",11,"Exp1","IP","linear","part1",0,0.699740341690033,0.76118651131772,1.67054917057235,0.750517680481087
"489",11,"Exp1","IP","linear","part2",0,0.56117827385183,0.772606998342085,1.90536851725131,0.445691062409784
"490",11,"Exp1","IP","log","all",0,0.672718461996233,0.858605083845725,1.82121386396096,0.521981583537092
"491",11,"Exp1","IP","log","part1",0,0.931388510034311,0.734505886162442,1.75886634744611,0.901550869301961
"492",11,"Exp1","IP","log","part2",0,0.920265368630202,0.704552820149787,1.86749898922978,0.710888072315461
"493",11,"Exp1","LGM","linear","all",1.96273959475234,0,0,0,0
"494",11,"Exp1","LGM","linear","part1",1.88158697910628,0,0,0,0
"495",11,"Exp1","LGM","linear","part2",2.02268520431848,0,0,0,0
"496",11,"Exp1","LGM","log","all",2.20646913823367,0,0,0,0
"497",11,"Exp1","LGM","log","part1",2.17627395741451,0,0,0,0
"498",11,"Exp1","LGM","log","part2",2.18583015743898,0,0,0,0
"499",11,"Exp1","PIM","linear","all",1.96218406489539,0,0,0,0
"500",11,"Exp1","PIM","linear","part1",1.87919447964539,0,0,0,0
"501",11,"Exp1","PIM","linear","part2",2.028136972038,0,0,0,0
"502",11,"Exp1","PIM","log","all",2.20650806200705,0,0,0,0
"503",11,"Exp1","PIM","log","part1",2.17496644320876,0,0,0,0
"504",11,"Exp1","PIM","log","part2",2.18461338884544,0,0,0,0
"505",11,"Exp2","DIM","linear","all",1.27973305679015,0,0,0,0
"506",11,"Exp2","DIM","linear","part1",1.30008722641191,0,0,0,0
"507",11,"Exp2","DIM","linear","part2",1.25404397425468,0,0,0,0
"508",11,"Exp2","DIM","log","all",1.21620093853366,0,0,0,0
"509",11,"Exp2","DIM","log","part1",1.24656017488435,0,0,0,0
"510",11,"Exp2","DIM","log","part2",1.1778628067872,0,0,0,0
"511",11,"Exp2","IP","linear","all",0,0.0300670667170151,0.962093369462711,1.07100234572295,0.0781348130525318
"512",11,"Exp2","IP","linear","part1",0,0.0252048681751842,0.962162254986154,1.08091428064266,0.0879494320794184
"513",11,"Exp2","IP","linear","part2",0,0.0384580650074432,0.923227295434781,1.08590544617898,0.0741074915842592
"514",11,"Exp2","IP","log","all",0,0.0699226362757204,0.945842869044047,1.05722305025872,0.0477339833809846
"515",11,"Exp2","IP","log","part1",0,0.0614175333084461,0.951227352220695,1.07328136119987,0.0536000412406497
"516",11,"Exp2","IP","log","part2",0,0.0943763830012598,0.906873874672495,1.07421593226062,0.0459999332446104
"517",11,"Exp2","LGM","linear","all",1.28371316731077,0,0,0,0
"518",11,"Exp2","LGM","linear","part1",1.30690068246999,0,0,0,0
"519",11,"Exp2","LGM","linear","part2",1.25784415012486,0,0,0,0
"520",11,"Exp2","LGM","log","all",1.23883998541384,0,0,0,0
"521",11,"Exp2","LGM","log","part1",1.28124004353501,0,0,0,0
"522",11,"Exp2","LGM","log","part2",1.19995765856717,0,0,0,0
"523",11,"Exp2","PIM","linear","all",1.28359400050539,0,0,0,0
"524",11,"Exp2","PIM","linear","part1",1.30723329890105,0,0,0,0
"525",11,"Exp2","PIM","linear","part2",1.25761855060395,0,0,0,0
"526",11,"Exp2","PIM","log","all",1.23955242175015,0,0,0,0
"527",11,"Exp2","PIM","log","part1",1.28159435671008,0,0,0,0
"528",11,"Exp2","PIM","log","part2",1.19947617193407,0,0,0,0
"529",12,"Exp1","DIM","linear","all",1.75326559862568,0,0,0,0
"530",12,"Exp1","DIM","linear","part1",1.91336693692919,0,0,0,0
"531",12,"Exp1","DIM","linear","part2",1.46074776237816,0,0,0,0
"532",12,"Exp1","DIM","log","all",2.14851425721846,0,0,0,0
"533",12,"Exp1","DIM","log","part1",2.23195491363174,0,0,0,0
"534",12,"Exp1","DIM","log","part2",2.03793505794614,0,0,0,0
"535",12,"Exp1","IP","linear","all",0,0.021815550103867,0.909078408510354,2.14568105250673,0.357724448502694
"536",12,"Exp1","IP","linear","part1",0,0.0250806047578558,0.907484685565086,2.13543116255087,0.364180124157429
"537",12,"Exp1","IP","linear","part2",0,0.0228243058162273,0.90589112901615,1.91505783308516,0.725612725242353
"538",12,"Exp1","IP","log","all",0,0.0634987018818595,0.942081672302608,2.08908977232917,0.726823920478528
"539",12,"Exp1","IP","log","part1",0,0.0726886302691839,0.92054345562465,2.09249998027629,0.712382161441479
"540",12,"Exp1","IP","log","part2",0,0.0650331484201685,0.929939422690354,1.88725710375822,1.04171300675239
"541",12,"Exp1","LGM","linear","all",1.98814263925088,0,0,0,0
"542",12,"Exp1","LGM","linear","part1",2.05063415320797,0,0,0,0
"543",12,"Exp1","LGM","linear","part2",1.88597878879458,0,0,0,0
"544",12,"Exp1","LGM","log","all",1.84677925227196,0,0,0,0
"545",12,"Exp1","LGM","log","part1",1.99482047389016,0,0,0,0
"546",12,"Exp1","LGM","log","part2",1.86664977598783,0,0,0,0
"547",12,"Exp1","PIM","linear","all",1.98660763297396,0,0,0,0
"548",12,"Exp1","PIM","linear","part1",2.04797628633438,0,0,0,0
"549",12,"Exp1","PIM","linear","part2",1.88450641594958,0,0,0,0
"550",12,"Exp1","PIM","log","all",1.83573890256543,0,0,0,0
"551",12,"Exp1","PIM","log","part1",1.98375861791247,0,0,0,0
"552",12,"Exp1","PIM","log","part2",1.87088014509268,0,0,0,0
"553",12,"Exp2","DIM","linear","all",0.981051859423903,0,0,0,0
"554",12,"Exp2","DIM","linear","part1",1.33742433616818,0,0,0,0
"555",12,"Exp2","DIM","linear","part2",0.968951466528078,0,0,0,0
"556",12,"Exp2","DIM","log","all",1.30369872598729,0,0,0,0
"557",12,"Exp2","DIM","log","part1",1.48762871976709,0,0,0,0
"558",12,"Exp2","DIM","log","part2",1.20495031508919,0,0,0,0
"559",12,"Exp2","IP","linear","all",0,0.00757674938143076,0.753770899878337,1.18648804852923,0.165054352381028
"560",12,"Exp2","IP","linear","part1",0,0.0185780532735829,0.847881901939974,1.2595585891658,0.320688634619494
"561",12,"Exp2","IP","linear","part2",0,0.00488747167728201,0.717381846797268,1.15714366474521,0.153420351882521
"562",12,"Exp2","IP","log","all",0,0.012811351820575,0.741159948998357,1.19654975656766,0.0973723896777216
"563",12,"Exp2","IP","log","part1",0,0.0482864179692532,0.842600394824861,1.25860885938432,0.233719012503523
"564",12,"Exp2","IP","log","part2",0,0.00834245602087035,0.712080530120088,1.16198894297932,0.0990455935498964
"565",12,"Exp2","LGM","linear","all",1.46963244110101,0,0,0,0
"566",12,"Exp2","LGM","linear","part1",1.56696927135515,0,0,0,0
"567",12,"Exp2","LGM","linear","part2",1.34247825292756,0,0,0,0
"568",12,"Exp2","LGM","log","all",1.43463681679211,0,0,0,0
"569",12,"Exp2","LGM","log","part1",1.70080678564419,0,0,0,0
"570",12,"Exp2","LGM","log","part2",1.34647693245937,0,0,0,0
"571",12,"Exp2","PIM","linear","all",1.4704075495396,0,0,0,0
"572",12,"Exp2","PIM","linear","part1",1.56710262428612,0,0,0,0
"573",12,"Exp2","PIM","linear","part2",1.34178071002248,0,0,0,0
"574",12,"Exp2","PIM","log","all",1.43447872329512,0,0,0,0
"575",12,"Exp2","PIM","log","part1",1.69312269242323,0,0,0,0
"576",12,"Exp2","PIM","log","part2",1.34223726756652,0,0,0,0
"577",13,"Exp1","DIM","linear","all",2.36255873007908,0,0,0,0
"578",13,"Exp1","DIM","linear","part1",2.12475757235726,0,0,0,0
"579",13,"Exp1","DIM","linear","part2",2.26865795990555,0,0,0,0
"580",13,"Exp1","DIM","log","all",2.37228710195142,0,0,0,0
"581",13,"Exp1","DIM","log","part1",2.25169224940755,0,0,0,0
"582",13,"Exp1","DIM","log","part2",2.34205395771032,0,0,0,0
"583",13,"Exp1","IP","linear","all",0,0.015153776544168,0.818060476002376,2.29411947651625,0.285270342466184
"584",13,"Exp1","IP","linear","part1",0,0.11403085947207,0.835218958090809,2.12036153126504,0.487572957148017
"585",13,"Exp1","IP","linear","part2",0,0.012461343882006,0.823470638623756,2.23930039645161,0.441249895566033
"586",13,"Exp1","IP","log","all",0,0.0483147628167821,0.864564588625797,2.23442545656774,0.776706020725394
"587",13,"Exp1","IP","log","part1",0,0.127084626462178,0.854221710065206,2.06757188689483,0.900717222948819
"588",13,"Exp1","IP","log","part2",0,0.0444611438923185,0.88023617279943,2.16893100629883,0.955286633890517
"589",13,"Exp1","LGM","linear","all",2.33373212828466,0,0,0,0
"590",13,"Exp1","LGM","linear","part1",2.1905429601514,0,0,0,0
"591",13,"Exp1","LGM","linear","part2",2.31195628918274,0,0,0,0
"592",13,"Exp1","LGM","log","all",2.32129236381432,0,0,0,0
"593",13,"Exp1","LGM","log","part1",2.04287953656809,0,0,0,0
"594",13,"Exp1","LGM","log","part2",2.29237795177411,0,0,0,0
"595",13,"Exp1","PIM","linear","all",2.33568442286467,0,0,0,0
"596",13,"Exp1","PIM","linear","part1",2.18651890296306,0,0,0,0
"597",13,"Exp1","PIM","linear","part2",2.30764295507352,0,0,0,0
"598",13,"Exp1","PIM","log","all",2.32134328137358,0,0,0,0
"599",13,"Exp1","PIM","log","part1",2.03414273035208,0,0,0,0
"600",13,"Exp1","PIM","log","part2",2.29132448132846,0,0,0,0
"601",13,"Exp2","DIM","linear","all",1.36890833840384,0,0,0,0
"602",13,"Exp2","DIM","linear","part1",1.37570490208983,0,0,0,0
"603",13,"Exp2","DIM","linear","part2",1.36241948321586,0,0,0,0
"604",13,"Exp2","DIM","log","all",1.39945102477463,0,0,0,0
"605",13,"Exp2","DIM","log","part1",1.41243927769077,0,0,0,0
"606",13,"Exp2","DIM","log","part2",1.39002516777675,0,0,0,0
"607",13,"Exp2","IP","linear","all",0,0.0179392311774405,0.990398757396249,1.30353007605499,0.0762553918610982
"608",13,"Exp2","IP","linear","part1",0,0.0192956698635612,0.973824235053567,1.28671764884986,0.109983108724413
"609",13,"Exp2","IP","linear","part2",0,0.0177210725399976,0.989526276853473,1.30784252448479,0.0666706736296249
"610",13,"Exp2","IP","log","all",0,0.0243354345487671,0.969080646452738,1.30727811643049,0.0717147132960016
"611",13,"Exp2","IP","log","part1",0,0.025020858627284,0.938795031646183,1.29667789553828,0.0979188807877809
"612",13,"Exp2","IP","log","part2",0,0.0268513130376889,0.977981258204188,1.31008513256677,0.062673999658908
"613",13,"Exp2","LGM","linear","all",1.37420968590011,0,0,0,0
"614",13,"Exp2","LGM","linear","part1",1.38122656162121,0,0,0,0
"615",13,"Exp2","LGM","linear","part2",1.36739374760411,0,0,0,0
"616",13,"Exp2","LGM","log","all",1.42178597945818,0,0,0,0
"617",13,"Exp2","LGM","log","part1",1.43872096364553,0,0,0,0
"618",13,"Exp2","LGM","log","part2",1.40746260141552,0,0,0,0
"619",13,"Exp2","PIM","linear","all",1.37418688098191,0,0,0,0
"620",13,"Exp2","PIM","linear","part1",1.38133216775143,0,0,0,0
"621",13,"Exp2","PIM","linear","part2",1.36720281268839,0,0,0,0
"622",13,"Exp2","PIM","log","all",1.4213132795334,0,0,0,0
"623",13,"Exp2","PIM","log","part1",1.43749624856276,0,0,0,0
"624",13,"Exp2","PIM","log","part2",1.4070759572334,0,0,0,0
"625",14,"Exp1","DIM","linear","all",1.64713848225886,0,0,0,0
"626",14,"Exp1","DIM","linear","part1",1.49148769899063,0,0,0,0
"627",14,"Exp1","DIM","linear","part2",1.66961487080903,0,0,0,0
"628",14,"Exp1","DIM","log","all",1.89126306862254,0,0,0,0
"629",14,"Exp1","DIM","log","part1",1.4676186943382,0,0,0,0
"630",14,"Exp1","DIM","log","part2",1.89041646414755,0,0,0,0
"631",14,"Exp1","IP","linear","all",0,0.0164742244785038,0.793900364880999,1.90418152234383,0.236669784554652
"632",14,"Exp1","IP","linear","part1",0,0.0340302898348404,0.786784311942253,1.85234153256753,0.297068132994611
"633",14,"Exp1","IP","linear","part2",0,0.0241485152413989,0.851548682621308,1.87771518064385,0.57244912044817
"634",14,"Exp1","IP","log","all",0,0.0462516502705575,0.834709640722089,1.79928168368074,0.29411854919101
"635",14,"Exp1","IP","log","part1",0,0.168845315922231,0.807955971981708,1.8192346152274,0.39400243948034
"636",14,"Exp1","IP","log","part2",0,0.0574853425635341,0.891231418062231,1.8294118805932,0.813881673521366
"637",14,"Exp1","LGM","linear","all",1.63500199919436,0,0,0,0
"638",14,"Exp1","LGM","linear","part1",1.52976146073798,0,0,0,0
"639",14,"Exp1","LGM","linear","part2",1.62419831048373,0,0,0,0
"640",14,"Exp1","LGM","log","all",0.941976968005765,0,0,0,0
"641",14,"Exp1","LGM","log","part1",0.779852490330562,0,0,0,0
"642",14,"Exp1","LGM","log","part2",1.26841636319507,0,0,0,0
"643",14,"Exp1","PIM","linear","all",1.64368436268181,0,0,0,0
"644",14,"Exp1","PIM","linear","part1",1.53216674227391,0,0,0,0
"645",14,"Exp1","PIM","linear","part2",1.61790286158026,0,0,0,0
"646",14,"Exp1","PIM","log","all",0.933634397516599,0,0,0,0
"647",14,"Exp1","PIM","log","part1",0.775579620934168,0,0,0,0
"648",14,"Exp1","PIM","log","part2",1.27376507964155,0,0,0,0
"649",14,"Exp2","DIM","linear","all",0.622212967000569,0,0,0,0
"650",14,"Exp2","DIM","linear","part1",0.65398873403521,0,0,0,0
"651",14,"Exp2","DIM","linear","part2",0.68605330894985,0,0,0,0
"652",14,"Exp2","DIM","log","all",0.87550603741366,0,0,0,0
"653",14,"Exp2","DIM","log","part1",0.760735129007952,0,0,0,0
"654",14,"Exp2","DIM","log","part2",0.931708797427497,0,0,0,0
"655",14,"Exp2","IP","linear","all",0,0.0136586360050514,0.751087688478656,1.07360824255848,0.101259419426731
"656",14,"Exp2","IP","linear","part1",0,0.0299288956475055,0.753163447840713,1.07304093437221,0.117536540542281
"657",14,"Exp2","IP","linear","part2",0,0.0178195310105484,0.785557994833211,1.10010670995007,0.0992674127528621
"658",14,"Exp2","IP","log","all",0,0.0167546146823466,0.734029957625797,1.04954292670161,0.0753062998856876
"659",14,"Exp2","IP","log","part1",0,0.0336260549205763,0.723693210418265,1.05651461024842,0.0847924329515587
"660",14,"Exp2","IP","log","part2",0,0.0266329351938892,0.766113175662883,1.07913383680293,0.0754959447262269
"661",14,"Exp2","LGM","linear","all",0.772518553007916,0,0,0,0
"662",14,"Exp2","LGM","linear","part1",0.667438155396279,0,0,0,0
"663",14,"Exp2","LGM","linear","part2",0.892751058038118,0,0,0,0
"664",14,"Exp2","LGM","log","all",0.848366865999628,0,0,0,0
"665",14,"Exp2","LGM","log","part1",0.745033859974383,0,0,0,0
"666",14,"Exp2","LGM","log","part2",0.915677731603338,0,0,0,0
"667",14,"Exp2","PIM","linear","all",0.767837668695402,0,0,0,0
"668",14,"Exp2","PIM","linear","part1",0.66713952362168,0,0,0,0
"669",14,"Exp2","PIM","linear","part2",0.892327486713948,0,0,0,0
"670",14,"Exp2","PIM","log","all",0.848082413780612,0,0,0,0
"671",14,"Exp2","PIM","log","part1",0.742908462451459,0,0,0,0
"672",14,"Exp2","PIM","log","part2",0.915368222347001,0,0,0,0
"673",15,"Exp1","DIM","linear","all",0.714411226161325,0,0,0,0
"674",15,"Exp1","DIM","linear","part1",0.892487594457655,0,0,0,0
"675",15,"Exp1","DIM","linear","part2",0.822923961611272,0,0,0,0
"676",15,"Exp1","DIM","log","all",1.21152304695542,0,0,0,0
"677",15,"Exp1","DIM","log","part1",1.09988561930326,0,0,0,0
"678",15,"Exp1","DIM","log","part2",1.32226385491379,0,0,0,0
"679",15,"Exp1","IP","linear","all",0,0.0175531625178223,0.805016013432437,1.17351430896397,0.420594146776975
"680",15,"Exp1","IP","linear","part1",0,0.0617619458251056,0.835401163636556,1.22635199618613,0.591288465261207
"681",15,"Exp1","IP","linear","part2",0,0.0142109913386707,0.814540337434303,1.22626350121101,0.437735376034836
"682",15,"Exp1","IP","log","all",0,0.0543630559227315,0.868866121736562,1.20922145378632,0.23277724015906
